Ride_ID,Pickup_Location,Drop_Location,Distance_KM,Duration_Minutes,Fare_Amount,Driver_ID,Customer_Rating,Cancellation_Status,Time_of_Day,Day_of_Week,Vehicle_Type
RIDE124780,Mulund,Juhu,23.6,67,357.42,D1216,3.9,No,Night,Tue,Mini
RIDE124781,Borivali,Matunga,6.28,18,169.3,D1798,4.8,No,Night,Sun,Auto
RIDE124782,Mulund,Ghatkopar,31.25,101,798.44,D1513,2.5,No,Afternoon,Sat,Sedan
RIDE124783,Mulund,Worli,18.42,63,247.1,D1385,2.8,No,Evening,Fri,SUV
RIDE124784,Kalyan,Kurla,31.48,103,665.78,D1212,1.3,No,Morning,Tue,Mini
RIDE124785,Vashi,Matunga,7.28,25,145.53,D1724,3.0,No,Morning,Wed,Mini
RIDE124786,Dadar,Kurla,9.51,27,273.03,D1700,2.3,No,Night,Thu,Mini
RIDE124787,Panvel,Ghatkopar,21.25,69,706.9,D1002,3.8,Yes,Morning,Mon,Mini
RIDE124788,Mulund,Wadala,22.35,77,296.58,D1168,3.2,No,Afternoon,Tue,SUV
RIDE124789,Bandra,Sion,22.67,71,656.84,D1253,4.5,No,Evening,Sat,Mini
RIDE124790,Vashi,Kurla,7.6,25,197.6,D1061,1.1,No,Afternoon,Mon,Sedan
RIDE124791,Kalyan,Wadala,22.47,74,619.13,D1860,4.0,No,Night,Wed,Sedan
RIDE124792,Borivali,Sion,9.04,25,158.98,D1483,4.2,No,Afternoon,Fri,Mini
RIDE124793,Dadar,Worli,1.15,2,25.13,D1831,1.4,No,Evening,Thu,Sedan
RIDE124794,Vashi,Ghatkopar,25.0,63,646.03,D1524,4.2,No,Morning,Thu,SUV
RIDE124795,Bandra,Juhu,3.31,9,92.04,D1007,2.5,No,Afternoon,Fri,SUV
RIDE124796,Borivali,Matunga,6.12,21,97.61,D1223,3.3,No,Evening,Tue,Auto
RIDE124797,Borivali,Wadala,10.63,26,192.82,D1470,4.3,No,Morning,Sun,Mini
RIDE124798,Panvel,Ghatkopar,28.23,96,725.58,D1032,4.8,No,Evening,Tue,Mini
RIDE124799,Kalyan,Powai,11.22,29,179.39,D1695,3.3,Yes,Night,Sun,SUV
RIDE124800,Mulund,Worli,6.71,20,230.52,D1027,2.4,No,Night,Thu,SUV
RIDE124801,Vashi,Matunga,32.27,98,1031.27,D1665,5.0,No,Morning,Tue,Mini
RIDE124802,Dadar,Ghatkopar,28.72,96,1003.87,D1222,3.6,No,Evening,Sat,Mini
RIDE124803,Bandra,Sion,20.3,66,566.42,D1666,1.5,No,Morning,Mon,Sedan
RIDE124804,Mulund,Ghatkopar,33.12,102,423.27,D1898,4.6,No,Evening,Mon,Mini
RIDE124805,Kalyan,Ghatkopar,4.23,12,107.36,D1265,3.5,Yes,Afternoon,Sun,Sedan
RIDE124806,Andheri,Chembur,34.35,112,525.77,D1980,4.5,No,Night,Tue,Auto
RIDE124807,Borivali,Ghatkopar,4.35,14,50.51,D1384,4.4,No,Morning,Wed,Auto
RIDE124808,Vashi,Vikhroli,33.07,89,1011.36,D1356,1.2,No,Evening,Mon,Auto
RIDE124809,Thane,Worli,31.77,103,679.03,D1985,3.9,No,Evening,Mon,Auto
RIDE124810,Thane,Sion,10.39,34,153.43,D1979,4.4,No,Night,Wed,Sedan
RIDE124811,Borivali,Vikhroli,19.25,57,605.88,D1963,2.3,No,Night,Sat,Sedan
RIDE124812,Kalyan,Sion,14.9,39,416.73,D1958,4.3,No,Afternoon,Fri,SUV
RIDE124813,Mulund,Wadala,32.35,91,797.53,D1677,4.4,Yes,Morning,Thu,Mini
RIDE124814,Dadar,Kurla,34.44,109,441.43,D1977,2.8,No,Morning,Sat,Auto
RIDE124815,Colaba,Worli,2.28,5,33.92,D1585,4.4,No,Night,Tue,SUV
RIDE124816,Bandra,Powai,1.9,4,29.0,D1425,2.1,No,Morning,Thu,Mini
RIDE124817,Dadar,Kurla,30.5,80,368.56,D1153,3.1,No,Afternoon,Sat,Sedan
RIDE124818,Vashi,Powai,32.12,97,820.48,D1559,4.2,Yes,Evening,Mon,Sedan
RIDE124819,Colaba,Chembur,7.52,23,236.2,D1031,1.4,No,Evening,Fri,Sedan
RIDE124820,Borivali,Juhu,17.78,51,377.43,D1798,4.5,No,Afternoon,Thu,SUV
RIDE124821,Thane,Wadala,1.48,4,28.44,D1513,3.7,No,Afternoon,Sun,SUV
RIDE124822,Kalyan,Juhu,29.17,75,681.82,D1643,3.1,No,Morning,Sat,Auto
RIDE124823,Borivali,Juhu,28.67,95,479.05,D1084,1.2,No,Afternoon,Tue,Mini
RIDE124824,Bandra,Worli,17.48,56,528.22,D1104,1.2,No,Afternoon,Tue,Auto
RIDE124825,Mulund,Kurla,10.93,30,195.65,D1923,3.6,No,Afternoon,Fri,Mini
RIDE124826,Thane,Chembur,4.83,15,156.3,D1070,3.9,No,Morning,Fri,Sedan
RIDE124827,Thane,Powai,23.76,76,821.33,D1071,2.8,No,Night,Sat,Sedan
RIDE124828,Andheri,Ghatkopar,3.46,11,116.6,D1876,1.2,No,Morning,Mon,Sedan
RIDE124829,Kalyan,Chembur,19.91,64,341.55,D1422,3.5,No,Morning,Mon,Mini
RIDE124830,Bandra,Kurla,6.14,16,189.56,D1370,2.1,No,Morning,Sun,SUV
RIDE124831,Andheri,Kurla,33.92,87,693.29,D1911,3.6,No,Afternoon,Tue,Auto
RIDE124832,Dadar,Ghatkopar,8.59,22,150.74,D1808,1.0,No,Morning,Fri,Mini
RIDE124833,Panvel,Powai,13.05,35,300.49,D1303,5.0,Yes,Morning,Wed,Sedan
RIDE124834,Dadar,Kurla,22.76,72,655.65,D1230,4.3,No,Afternoon,Wed,Auto
RIDE124835,Kalyan,Juhu,9.94,27,265.35,D1120,4.6,No,Morning,Tue,Mini
RIDE124836,Andheri,Sion,1.09,3,18.92,D1346,3.5,No,Night,Fri,SUV
RIDE124837,Kalyan,Juhu,29.1,81,308.92,D1132,1.2,Yes,Afternoon,Sun,Sedan
RIDE124838,Colaba,Matunga,29.43,98,451.08,D1478,2.7,No,Morning,Fri,SUV
RIDE124839,Andheri,Vikhroli,2.63,8,50.73,D1022,4.4,No,Night,Fri,Auto
RIDE124840,Andheri,Matunga,33.63,93,1029.7,D1276,4.0,No,Evening,Thu,Mini
RIDE124841,Borivali,Ghatkopar,9.66,31,258.46,D1157,1.2,Yes,Night,Wed,SUV
RIDE124842,Panvel,Chembur,3.11,8,48.22,D1314,1.2,No,Night,Fri,Auto
RIDE124843,Thane,Chembur,3.81,11,76.08,D1943,4.5,No,Evening,Mon,Sedan
RIDE124844,Bandra,Worli,4.05,13,101.01,D1905,3.3,No,Afternoon,Fri,Mini
RIDE124845,Vashi,Wadala,25.21,82,482.17,D1860,3.0,Yes,Night,Tue,SUV
RIDE124846,Thane,Wadala,24.47,84,432.65,D1973,1.6,No,Afternoon,Thu,Mini
RIDE124847,Andheri,Wadala,20.4,61,551.51,D1646,3.2,No,Night,Wed,SUV
RIDE124848,Panvel,Kurla,6.85,18,204.56,D1318,4.7,No,Evening,Wed,Auto
RIDE124849,Borivali,Chembur,1.42,3,36.34,D1997,4.5,No,Morning,Tue,Mini
RIDE124850,Panvel,Wadala,14.92,42,353.43,D1029,4.4,No,Night,Sat,Sedan
RIDE124851,Borivali,Wadala,30.29,79,524.06,D1943,2.6,Yes,Night,Fri,Sedan
RIDE124852,Colaba,Powai,2.09,6,61.03,D1437,3.4,No,Evening,Wed,Mini
RIDE124853,Dadar,Sion,28.02,95,709.62,D1050,4.8,No,Night,Fri,Sedan
RIDE124854,Bandra,Matunga,14.9,44,210.62,D1924,1.4,No,Morning,Wed,Auto
RIDE124855,Borivali,Matunga,23.67,82,707.97,D1781,4.8,No,Evening,Sat,Auto
RIDE124856,Vashi,Sion,14.24,38,400.24,D1734,3.5,No,Evening,Fri,Sedan
RIDE124857,Andheri,Sion,27.18,82,728.22,D1967,4.3,No,Night,Sat,Auto
RIDE124858,Andheri,Juhu,13.44,41,426.5,D1355,2.3,Yes,Evening,Sun,Mini
RIDE124859,Thane,Matunga,22.68,67,363.07,D1804,2.0,No,Afternoon,Sat,Mini
RIDE124860,Borivali,Powai,27.65,90,796.88,D1740,2.6,Yes,Evening,Wed,Mini
RIDE124861,Mulund,Worli,24.07,82,827.51,D1090,4.3,No,Morning,Sat,SUV
RIDE124862,Dadar,Worli,14.97,39,337.4,D1283,2.9,No,Afternoon,Fri,Mini
RIDE124863,Borivali,Sion,32.99,85,863.25,D1365,3.9,No,Evening,Sat,Sedan
RIDE124864,Dadar,Matunga,6.46,18,185.49,D1289,1.2,No,Evening,Sun,SUV
RIDE124865,Thane,Matunga,24.57,67,857.47,D1547,2.9,No,Morning,Sun,Auto
RIDE124866,Panvel,Matunga,11.06,34,251.05,D1821,2.6,No,Night,Sat,Auto
RIDE124867,Bandra,Sion,22.77,59,696.36,D1082,1.5,No,Evening,Thu,Mini
RIDE124868,Thane,Vikhroli,7.55,22,101.11,D1662,1.4,No,Afternoon,Thu,SUV
RIDE124869,Vashi,Worli,32.61,87,567.87,D1036,2.6,No,Afternoon,Fri,SUV
RIDE124870,Vashi,Kurla,29.73,81,394.46,D1518,1.2,Yes,Evening,Sat,Sedan
RIDE124871,Dadar,Worli,30.05,78,944.24,D1456,3.1,No,Evening,Mon,Auto
RIDE124872,Thane,Matunga,25.8,88,797.2,D1812,4.1,No,Afternoon,Fri,Auto
RIDE124873,Andheri,Juhu,16.81,49,353.98,D1896,3.3,Yes,Morning,Wed,Mini
RIDE124874,Colaba,Kurla,29.91,97,553.58,D1838,1.7,No,Evening,Wed,SUV
RIDE124875,Thane,Worli,14.91,42,402.24,D1225,4.8,No,Night,Thu,Mini
RIDE124876,Borivali,Ghatkopar,22.82,57,473.24,D1743,1.2,No,Afternoon,Tue,SUV
RIDE124877,Colaba,Matunga,19.52,64,427.86,D1932,4.8,No,Evening,Sun,Sedan
RIDE124878,Dadar,Wadala,4.68,13,59.35,D1540,4.8,No,Night,Mon,SUV
RIDE124879,Kalyan,Vikhroli,14.84,40,441.51,D1654,1.0,No,Morning,Sun,SUV
RIDE124880,Panvel,Sion,24.11,66,772.52,D1140,4.6,No,Night,Mon,SUV
RIDE124881,Thane,Worli,28.28,72,904.52,D1119,3.2,No,Morning,Sat,Mini
RIDE124882,Borivali,Worli,15.85,45,458.42,D1207,4.8,No,Morning,Wed,SUV
RIDE124883,Mulund,Vikhroli,5.77,19,171.22,D1623,1.0,No,Evening,Sun,Mini
RIDE124884,Andheri,Sion,25.64,74,531.34,D1869,4.2,No,Morning,Sun,SUV
RIDE124885,Mulund,Wadala,3.05,7,72.66,D1256,3.7,No,Evening,Sat,Mini
RIDE124886,Colaba,Juhu,13.28,36,210.47,D1687,3.5,No,Afternoon,Wed,Auto
RIDE124887,Vashi,Powai,17.16,52,210.45,D1432,3.6,No,Afternoon,Thu,SUV
RIDE124888,Vashi,Ghatkopar,8.65,26,253.7,D1286,1.8,No,Morning,Sun,Auto
RIDE124889,Borivali,Powai,19.01,65,469.75,D1438,1.3,No,Afternoon,Sat,Sedan
RIDE124890,Vashi,Worli,33.39,112,1049.94,D1047,2.4,No,Evening,Sat,Mini
RIDE124891,Kalyan,Powai,24.56,77,780.68,D1968,2.8,No,Night,Wed,SUV
RIDE124892,Kalyan,Chembur,15.34,48,249.62,D1820,2.5,No,Morning,Sun,SUV
RIDE124893,Mulund,Ghatkopar,2.29,6,52.21,D1660,4.3,No,Afternoon,Sat,Sedan
RIDE124894,Andheri,Worli,4.72,12,116.06,D1069,2.6,No,Morning,Mon,Sedan
RIDE124895,Vashi,Powai,10.57,35,274.11,D1024,3.4,No,Afternoon,Sun,Auto
RIDE124896,Kalyan,Matunga,7.58,26,181.19,D1262,4.5,No,Night,Sun,Auto
RIDE124897,Bandra,Powai,29.79,89,470.23,D1276,1.2,No,Night,Thu,Auto
RIDE124898,Borivali,Sion,22.22,73,766.11,D1864,3.2,No,Afternoon,Thu,Auto
RIDE124899,Colaba,Powai,20.6,60,633.87,D1746,1.1,No,Afternoon,Sat,SUV
RIDE124900,Bandra,Matunga,11.63,30,187.13,D1949,2.5,No,Afternoon,Sun,Sedan
RIDE124901,Panvel,Wadala,9.27,29,288.27,D1388,4.0,No,Afternoon,Sun,Mini
RIDE124902,Andheri,Kurla,24.22,72,274.8,D1581,1.8,No,Morning,Thu,SUV
RIDE124903,Panvel,Worli,29.27,85,738.11,D1931,2.9,No,Evening,Mon,Sedan
RIDE124904,Andheri,Worli,6.5,21,73.89,D1714,3.1,Yes,Afternoon,Fri,Mini
RIDE124905,Andheri,Chembur,11.56,40,344.32,D1824,2.7,No,Night,Thu,SUV
RIDE124906,Mulund,Worli,26.32,69,705.42,D1791,4.9,No,Evening,Thu,Mini
RIDE124907,Vashi,Matunga,11.58,37,157.74,D1298,2.8,No,Morning,Fri,Auto
RIDE124908,Mulund,Vikhroli,6.78,22,164.46,D1101,4.3,No,Evening,Sun,Mini
RIDE124909,Panvel,Powai,22.55,59,390.54,D1351,2.9,No,Evening,Wed,Sedan
RIDE124910,Dadar,Worli,23.79,64,704.1,D1599,1.9,No,Evening,Thu,Auto
RIDE124911,Vashi,Matunga,15.17,52,243.92,D1461,1.5,No,Morning,Sat,Sedan
RIDE124912,Colaba,Kurla,28.34,74,512.05,D1235,2.8,Yes,Morning,Tue,Auto
RIDE124913,Kalyan,Matunga,1.08,3,28.01,D1635,1.0,No,Morning,Mon,Mini
RIDE124914,Dadar,Sion,22.05,67,367.76,D1936,2.6,No,Afternoon,Wed,Sedan
RIDE124915,Mulund,Sion,8.78,24,287.11,D1708,3.4,Yes,Morning,Sat,Sedan
RIDE124916,Thane,Juhu,33.48,114,694.33,D1279,4.6,No,Afternoon,Fri,SUV
RIDE124917,Kalyan,Chembur,25.51,80,653.31,D1747,1.1,No,Afternoon,Tue,Mini
RIDE124918,Vashi,Vikhroli,23.22,67,671.42,D1334,4.0,No,Evening,Sat,Sedan
RIDE124919,Panvel,Juhu,14.18,38,439.84,D1464,3.3,Yes,Afternoon,Wed,Auto
RIDE124920,Vashi,Ghatkopar,5.63,16,87.35,D1536,3.2,Yes,Morning,Sun,Sedan
RIDE124921,Mulund,Worli,20.55,59,342.12,D1025,2.0,No,Afternoon,Mon,Mini
RIDE124922,Thane,Chembur,16.66,47,542.79,D1033,3.6,No,Night,Sun,Mini
RIDE124923,Borivali,Matunga,16.52,42,193.65,D1468,3.8,No,Morning,Mon,Mini
RIDE124924,Dadar,Ghatkopar,16.25,43,349.44,D1598,2.0,No,Night,Fri,Auto
RIDE124925,Thane,Sion,4.83,15,167.81,D1593,3.1,No,Night,Fri,SUV
RIDE124926,Dadar,Chembur,5.79,18,114.95,D1228,1.5,No,Evening,Thu,SUV
RIDE124927,Dadar,Chembur,32.94,101,971.27,D1947,3.1,No,Evening,Thu,Mini
RIDE124928,Mulund,Kurla,7.51,22,236.19,D1390,4.0,No,Afternoon,Fri,SUV
RIDE124929,Borivali,Chembur,5.36,15,59.18,D1224,4.3,No,Night,Wed,Mini
RIDE124930,Kalyan,Chembur,26.79,80,669.06,D1826,3.7,No,Afternoon,Sat,Sedan
RIDE124931,Panvel,Worli,3.05,10,80.1,D1368,2.7,No,Morning,Mon,Mini
RIDE124932,Colaba,Powai,34.13,110,637.34,D1100,1.1,Yes,Night,Sun,Mini
RIDE124933,Dadar,Chembur,18.11,47,181.48,D1919,4.6,No,Afternoon,Sun,SUV
RIDE124934,Bandra,Ghatkopar,20.75,63,237.33,D1316,1.6,No,Night,Sat,Mini
RIDE124935,Kalyan,Matunga,27.32,90,576.68,D1730,2.8,No,Afternoon,Fri,Mini
RIDE124936,Dadar,Juhu,25.62,83,514.12,D1478,2.0,Yes,Evening,Tue,Sedan
RIDE124937,Borivali,Matunga,8.55,28,121.23,D1757,1.7,No,Evening,Tue,Sedan
RIDE124938,Bandra,Chembur,28.74,95,943.22,D1189,1.4,No,Night,Wed,SUV
RIDE124939,Thane,Vikhroli,4.1,12,54.95,D1736,1.6,No,Evening,Wed,Auto
RIDE124940,Panvel,Worli,6.15,17,141.16,D1894,2.4,No,Morning,Mon,Sedan
RIDE124941,Mulund,Worli,27.72,94,636.13,D1867,4.6,No,Afternoon,Tue,Sedan
RIDE124942,Vashi,Matunga,23.16,74,423.01,D1166,2.0,No,Afternoon,Sun,SUV
RIDE124943,Kalyan,Wadala,28.51,98,394.67,D1507,1.4,No,Afternoon,Tue,Mini
RIDE124944,Andheri,Worli,13.8,45,305.12,D1036,4.8,Yes,Night,Mon,Mini
RIDE124945,Borivali,Ghatkopar,8.03,27,270.2,D1590,4.9,No,Evening,Sat,Auto
RIDE124946,Kalyan,Kurla,27.27,78,857.22,D1262,1.5,No,Afternoon,Wed,Mini
RIDE124947,Borivali,Wadala,30.94,88,830.78,D1573,4.8,No,Afternoon,Wed,Mini
RIDE124948,Andheri,Ghatkopar,13.64,37,323.46,D1224,4.8,No,Afternoon,Fri,Sedan
RIDE124949,Andheri,Powai,12.39,43,277.02,D1457,4.9,No,Morning,Wed,SUV
RIDE124950,Thane,Wadala,16.53,47,401.38,D1232,3.1,No,Afternoon,Mon,Auto
RIDE124951,Kalyan,Chembur,11.65,37,324.02,D1518,1.6,No,Morning,Sat,SUV
RIDE124952,Thane,Powai,29.29,83,669.39,D1074,1.2,No,Evening,Mon,Sedan
RIDE124953,Andheri,Matunga,30.48,81,1045.72,D1243,1.1,Yes,Night,Sun,Mini
RIDE124954,Andheri,Wadala,2.8,7,40.69,D1035,3.2,No,Evening,Wed,Sedan
RIDE124955,Vashi,Worli,23.26,66,638.28,D1585,3.6,No,Evening,Sat,Sedan
RIDE124956,Vashi,Powai,32.85,111,929.09,D1522,4.8,No,Evening,Sat,Mini
RIDE124957,Dadar,Wadala,27.64,76,569.81,D1076,2.8,No,Night,Tue,Auto
RIDE124958,Panvel,Chembur,10.43,34,261.46,D1432,3.8,No,Afternoon,Tue,Sedan
RIDE124959,Bandra,Wadala,20.96,56,709.25,D1531,4.4,No,Afternoon,Mon,Mini
RIDE124960,Colaba,Ghatkopar,32.12,102,831.21,D1731,1.5,No,Afternoon,Sat,Auto
RIDE124961,Colaba,Vikhroli,29.25,84,424.17,D1113,1.0,No,Morning,Sat,Sedan
RIDE124962,Thane,Wadala,33.87,87,617.27,D1593,4.7,No,Evening,Thu,Mini
RIDE124963,Colaba,Powai,5.1,14,114.36,D1938,3.0,No,Evening,Thu,Mini
RIDE124964,Andheri,Vikhroli,27.21,86,364.58,D1215,4.3,No,Evening,Sun,Auto
RIDE124965,Colaba,Chembur,9.79,32,113.63,D1137,4.3,No,Morning,Sun,Auto
RIDE124966,Colaba,Chembur,12.82,33,368.76,D1755,4.2,No,Night,Wed,Sedan
RIDE124967,Kalyan,Worli,29.31,89,953.08,D1080,3.7,No,Evening,Thu,Auto
RIDE124968,Mulund,Wadala,20.7,67,566.54,D1280,2.8,Yes,Morning,Sun,Sedan
RIDE124969,Andheri,Vikhroli,7.68,19,180.08,D1222,2.1,No,Afternoon,Mon,SUV
RIDE124970,Andheri,Wadala,22.95,64,671.16,D1066,2.1,No,Night,Sun,SUV
RIDE124971,Vashi,Matunga,15.61,54,324.14,D1312,2.9,No,Evening,Tue,Auto
RIDE124972,Thane,Sion,15.03,51,436.98,D1220,1.0,No,Evening,Sun,SUV
RIDE124973,Andheri,Wadala,17.91,58,229.03,D1873,4.2,No,Evening,Fri,SUV
RIDE124974,Borivali,Kurla,17.42,52,606.15,D1759,3.7,No,Night,Wed,Sedan
RIDE124975,Andheri,Worli,33.04,88,1087.3,D1672,3.6,No,Morning,Wed,Mini
RIDE124976,Andheri,Juhu,6.58,18,111.52,D1027,1.5,No,Evening,Thu,SUV
RIDE124977,Colaba,Kurla,2.43,6,83.59,D1588,2.1,No,Night,Sun,Auto
RIDE124978,Thane,Sion,34.29,105,877.42,D1078,3.8,No,Morning,Fri,Sedan
RIDE124979,Andheri,Vikhroli,9.06,24,269.48,D1818,3.3,No,Evening,Sat,Mini
RIDE124980,Andheri,Matunga,29.57,96,616.92,D1350,4.0,No,Night,Wed,SUV
RIDE124981,Andheri,Sion,5.18,15,177.74,D1030,3.9,Yes,Evening,Wed,Auto
RIDE124982,Kalyan,Vikhroli,21.49,70,556.29,D1064,3.3,No,Night,Tue,SUV
RIDE124983,Dadar,Vikhroli,32.77,99,638.53,D1598,4.4,No,Evening,Sat,SUV
RIDE124984,Colaba,Powai,2.66,8,84.41,D1833,4.9,Yes,Afternoon,Fri,Mini
RIDE124985,Bandra,Kurla,20.31,59,332.73,D1267,4.4,No,Morning,Thu,Sedan
RIDE124986,Dadar,Powai,33.11,92,357.25,D1137,2.2,No,Morning,Fri,SUV
RIDE124987,Panvel,Sion,13.55,45,447.93,D1920,3.0,No,Night,Fri,Mini
RIDE124988,Mulund,Kurla,27.57,83,295.08,D1685,3.1,No,Night,Mon,Mini
RIDE124989,Bandra,Wadala,18.4,54,622.16,D1906,2.4,No,Evening,Mon,Mini
RIDE124990,Kalyan,Kurla,19.62,54,401.47,D1180,3.6,No,Night,Sat,Mini
RIDE124991,Bandra,Chembur,30.99,105,341.53,D1172,2.0,Yes,Night,Mon,Auto
RIDE124992,Andheri,Kurla,6.96,21,156.85,D1827,3.7,No,Night,Sun,Mini
RIDE124993,Vashi,Ghatkopar,18.24,53,209.22,D1173,3.6,No,Morning,Wed,Auto
RIDE124994,Kalyan,Kurla,17.92,56,621.89,D1194,4.3,No,Afternoon,Tue,Sedan
RIDE124995,Colaba,Vikhroli,8.16,22,193.99,D1085,4.1,No,Evening,Wed,SUV
RIDE124996,Vashi,Juhu,28.91,82,767.52,D1268,3.1,No,Morning,Sat,Auto
RIDE124997,Bandra,Matunga,28.92,96,640.18,D1685,3.4,No,Evening,Fri,Sedan
RIDE124998,Borivali,Sion,18.51,47,210.32,D1532,4.3,No,Afternoon,Mon,Mini
RIDE124999,Borivali,Juhu,22.61,75,339.09,D1442,2.2,No,Morning,Sat,Sedan
RIDE125000,Thane,Chembur,22.16,61,436.33,D1969,2.5,No,Afternoon,Wed,Sedan
RIDE125001,Bandra,Vikhroli,12.1,36,414.62,D1643,3.4,No,Evening,Fri,Auto
RIDE125002,Thane,Vikhroli,27.83,85,702.29,D1506,3.2,No,Morning,Thu,Sedan
RIDE125003,Borivali,Sion,16.29,48,184.95,D1141,2.0,No,Morning,Mon,Sedan
RIDE125004,Panvel,Sion,15.62,47,496.48,D1700,1.6,No,Night,Wed,Sedan
RIDE125005,Borivali,Powai,11.58,37,391.62,D1679,4.3,No,Night,Thu,SUV
RIDE125006,Colaba,Ghatkopar,28.5,94,849.5,D1829,5.0,Yes,Afternoon,Mon,Sedan
RIDE125007,Borivali,Wadala,20.57,53,660.69,D1188,1.8,No,Evening,Mon,Auto
RIDE125008,Dadar,Matunga,32.9,91,897.16,D1432,4.0,No,Morning,Sun,SUV
RIDE125009,Vashi,Powai,27.17,76,657.7,D1813,1.9,Yes,Morning,Mon,SUV
RIDE125010,Dadar,Chembur,18.55,57,451.5,D1225,3.7,Yes,Night,Fri,Mini
RIDE125011,Dadar,Matunga,8.02,20,177.44,D1596,1.7,No,Evening,Fri,Auto
RIDE125012,Colaba,Ghatkopar,26.81,91,512.3,D1567,4.8,No,Morning,Sat,Mini
RIDE125013,Mulund,Juhu,21.61,57,306.96,D1217,1.2,Yes,Afternoon,Tue,SUV
RIDE125014,Panvel,Ghatkopar,27.41,92,589.2,D1480,2.7,No,Night,Fri,Mini
RIDE125015,Andheri,Ghatkopar,34.85,89,921.27,D1924,4.8,No,Afternoon,Mon,Mini
RIDE125016,Panvel,Juhu,33.25,96,644.25,D1250,4.1,No,Morning,Mon,Sedan
RIDE125017,Panvel,Matunga,1.07,3,12.23,D1788,4.9,No,Night,Thu,Auto
RIDE125018,Bandra,Ghatkopar,21.93,62,289.62,D1457,2.8,No,Morning,Sat,Auto
RIDE125019,Mulund,Vikhroli,18.68,61,495.48,D1513,2.3,Yes,Evening,Tue,Sedan
RIDE125020,Dadar,Worli,22.95,65,793.16,D1155,1.8,Yes,Morning,Mon,Auto
RIDE125021,Thane,Sion,21.39,70,326.28,D1797,3.1,No,Night,Sat,SUV
RIDE125022,Andheri,Chembur,3.95,11,100.98,D1734,3.0,No,Evening,Mon,SUV
RIDE125023,Mulund,Chembur,10.26,29,170.23,D1647,1.9,No,Afternoon,Thu,Mini
RIDE125024,Thane,Matunga,18.84,63,644.91,D1783,1.6,No,Afternoon,Sat,Mini
RIDE125025,Borivali,Wadala,15.49,48,334.75,D1560,2.3,No,Night,Mon,Auto
RIDE125026,Andheri,Powai,13.08,41,401.71,D1891,1.4,No,Evening,Fri,SUV
RIDE125027,Thane,Juhu,7.1,21,93.56,D1949,2.3,No,Afternoon,Fri,Mini
RIDE125028,Colaba,Chembur,1.01,3,31.13,D1599,2.6,No,Night,Sun,Auto
RIDE125029,Borivali,Worli,16.63,44,360.36,D1853,4.8,No,Morning,Mon,Sedan
RIDE125030,Bandra,Juhu,7.26,22,98.47,D1708,1.7,Yes,Night,Wed,Mini
RIDE125031,Kalyan,Vikhroli,34.63,113,1066.41,D1872,4.6,No,Night,Tue,Auto
RIDE125032,Bandra,Chembur,23.48,64,348.07,D1482,1.6,No,Night,Wed,Auto
RIDE125033,Thane,Worli,5.42,13,87.04,D1050,4.6,No,Night,Sat,Auto
RIDE125034,Colaba,Powai,23.99,79,607.48,D1353,4.4,No,Night,Sun,Auto
RIDE125035,Kalyan,Matunga,14.64,50,182.3,D1173,3.1,No,Night,Sun,Sedan
RIDE125036,Dadar,Ghatkopar,28.8,100,967.26,D1792,4.2,No,Morning,Fri,Auto
RIDE125037,Bandra,Ghatkopar,33.38,91,924.99,D1280,2.4,No,Afternoon,Fri,Auto
RIDE125038,Kalyan,Worli,9.13,26,179.11,D1075,4.3,No,Afternoon,Wed,Mini
RIDE125039,Kalyan,Worli,31.52,93,835.82,D1522,1.8,No,Afternoon,Thu,Sedan
RIDE125040,Kalyan,Ghatkopar,33.93,91,634.38,D1391,1.1,No,Morning,Mon,Auto
RIDE125041,Borivali,Vikhroli,3.83,11,42.41,D1135,1.6,No,Evening,Mon,SUV
RIDE125042,Panvel,Ghatkopar,10.85,27,214.79,D1986,3.7,No,Evening,Wed,Sedan
RIDE125043,Thane,Worli,31.04,96,807.22,D1898,4.8,No,Afternoon,Wed,Auto
RIDE125044,Vashi,Worli,5.53,17,184.09,D1610,3.7,No,Evening,Wed,SUV
RIDE125045,Andheri,Wadala,31.69,93,1026.65,D1488,2.3,No,Morning,Wed,Auto
RIDE125046,Thane,Juhu,31.97,82,424.7,D1383,3.4,No,Morning,Mon,SUV
RIDE125047,Mulund,Powai,33.92,86,855.94,D1721,3.5,No,Night,Tue,Auto
RIDE125048,Andheri,Worli,1.46,4,36.03,D1858,3.0,No,Night,Fri,Sedan
RIDE125049,Andheri,Wadala,14.29,43,319.78,D1549,2.2,No,Evening,Wed,Mini
RIDE125050,Colaba,Wadala,18.27,58,492.53,D1045,1.4,No,Evening,Sun,SUV
RIDE125051,Bandra,Vikhroli,30.92,105,665.22,D1974,4.3,Yes,Afternoon,Wed,Mini
RIDE125052,Kalyan,Wadala,15.13,40,180.46,D1946,4.4,No,Night,Mon,Mini
RIDE125053,Andheri,Ghatkopar,2.63,8,69.88,D1978,2.1,No,Night,Fri,Mini
RIDE125054,Kalyan,Powai,18.23,61,613.02,D1282,2.5,No,Evening,Mon,Auto
RIDE125055,Vashi,Ghatkopar,1.55,4,43.63,D1476,2.5,No,Afternoon,Wed,SUV
RIDE125056,Panvel,Powai,11.24,28,372.25,D1142,2.8,No,Morning,Sat,Sedan
RIDE125057,Kalyan,Vikhroli,16.67,41,408.6,D1687,2.1,No,Morning,Sat,Sedan
